"";"KID";"API_NUMBER";"LATITUDE";"LONGITUDE";"well_type"
"422";1001218832;"15-051-06677";39,015067;-99,26326;"swd"
"423";1001218873;"15-051-06734";38,957327;-99,215598;"swd"
"424";1001218918;"15-051-73487-0001";38,8046709;-99,0805843;"swd"
"425";1001218970;"15-051-06850";38,7503892;-99,2578888;"swd"
"426";1001219130;"15-051-70305";39,1237249;-99,3453202;"swd"
"427";1001219283;"15-051-70163";39,0362134;-99,2169484;"swd"
"428";1001219414;"15-051-70161";38,9109662;-99,047375;"swd"
"429";1001219484;"15-051-19014";38,9510554;-99,5935724;"swd"
"430";1001219489;"15-051-73160";38,9164566;-99,5450207;"swd"
"431";1001219490;"15-051-73160-0001";38,9164566;-99,5450207;"swd"
"432";1001219511;"15-051-70315";38,878913;-99,5130315;"swd"
"433";1001219532;"15-051-73515";38,8630836;-99,1843019;"swd"
"434";1001219533;"15-051-70036";38,8630836;-99,1843019;"swd"
"435";1001219572;"15-051-70070";38,8335754;-99,4347377;"swd"
"436";1001219619;"15-051-74354";38,7563693;-99,3515841;"swd"
"437";1001221181;"15-053-00649";38,6687955;-98,4498919;"swd"
"438";1001221192;"15-053-00670";38,6424742;-98,4442747;"swd"
"439";1001221245;"15-053-00748";38,61226;-98,40228;"swd"
"440";1001221322;"15-053-00917";38,5758287;-98,2800498;"swd"
"441";1001221344;"15-053-00980";38,5988772;-98,4002438;"swd"
"442";1001221345;"15-053-00981";38,6006901;-98,3979205;"swd"
"443";1001221402;"15-053-01129";38,6350941;-98,4349811;"swd"
"444";1001221416;"15-053-01153";38,6415735;-98,4465823;"swd"
"445";1001221427;"15-053-01164";38,6250601;-98,4129041;"swd"
"446";1001221431;"15-053-01169";38,6251041;-98,4291725;"swd"
"447";1001221436;"15-053-01175";38,6127262;-98,2245341;"swd"
"448";1001221442;"15-053-01181";38,60977;-98,44001;"swd"
"449";1001221447;"15-053-01186";38,694957;-98,4342646;"swd"
"450";1001221466;"15-053-01207";38,6786308;-98,4185721;"swd"
"451";1001221476;"15-053-01221";38,6586207;-98,4094497;"swd"
"452";1001221545;"15-053-01306";38,6996812;-98,431167;"swd"
"453";1001221561;"15-053-01328";38,5518461;-98,2995905;"swd"
"454";1001221576;"15-053-01343";38,5988819;-98,4071718;"swd"
"455";1001221593;"15-053-01367";38,52483;-98,20695;"swd"
"456";1001221604;"15-053-01382";38,6769715;-98,47181;"swd"
"457";1001221607;"15-053-01385";38,623699;-98,4123178;"swd"
"458";1001221614;"15-053-01394";38,5789165;-98,2832441;"swd"
"459";1001221615;"15-053-01395";38,5742727;-98,3588449;"swd"
"460";1001221621;"15-053-01401";38,57906;-98,3948;"swd"
"461";1001221640;"15-053-01425";38,5881695;-98,4025517;"swd"
"462";1001221851;"15-053-01659";38,5593558;-98,2070459;"swd"
"463";1001221911;"15-053-01724";38,5230268;-98,1883437;"swd"
"464";1001221919;"15-053-01732";38,5230174;-98,2000737;"swd"
"465";1001222055;"15-053-01873";38,5372356;-98,4787117;"swd"
"466";1001222082;"15-053-01902";38,5245535;-98,4626639;"swd"
"467";1001222103;"15-053-01924";38,5227424;-98,4604821;"swd"
"468";1001222241;"15-053-02074";38,6221047;-98,4044206;"swd"
"469";1001222247;"15-053-02080";38,6214597;-98,3956744;"swd"
"470";1001222258;"15-053-02096";38,6960672;-98,4323115;"swd"
"473";1001222432;"15-053-70345";38,6462187;-98,2537068;"swd"
"474";1001222450;"15-053-90145";38,68264;-98,4406934;"swd"
"475";1001222489;"15-053-90132";38,6269474;-98,4384217;"swd"
"476";1001222544;"15-053-70923";38,5680226;-98,2717395;"swd"
"477";1001222555;"15-053-71008";38,5620583;-98,2769051;"swd"
"478";1001222569;"15-053-71101";38,5245775;-98,3377992;"swd"
"479";1001222952;"15-055-20351";38,2393159;-100,8285656;"swd"
"480";1001224673;"15-057-20496";37,7695133;-99,9370893;"swd"
"481";1001224822;"15-057-00050-0001";37,6706063;-99,9324604;"swd"
"482";1001224901;"15-063-20032";38,7115168;-100,3081021;"swd"
"483";1001225028;"15-063-20159";38,7777106;-100,3357675;"swd"
"484";1001226405;"15-063-56258-0001";38,7964712;-100,5868308;"swd"
"485";1001226419;"15-063-70274";38,797334;-100,5696875;"swd"
"486";1001227371;"15-065-20789-0001";39,5256428;-99,82449;"swd"
"487";1001227864;"15-065-21285";39,2598527;-100,1293178;"swd"
"488";1001227949;"15-065-21371";39,22508;-100,0970309;"swd"
"489";1001229679;"15-065-01306";39,4791863;-99,818552;"swd"
"490";1001229681;"15-065-01303";39,4791711;-99,8138755;"swd"
"491";1001229869;"15-065-02963";39,4228092;-100,1096499;"swd"
"492";1001229953;"15-065-01316";39,3928617;-99,7971475;"swd"
"493";1001229961;"15-065-02040";39,3773663;-99,8091316;"swd"
"494";1001230084;"15-065-02981";39,3475818;-99,9242396;"swd"
"495";1001230117;"15-065-01327";39,3096376;-99,9156549;"swd"
"496";1001230138;"15-065-01336";39,3893313;-99,990527;"swd"
"497";1001230164;"15-065-02847";39,3865233;-99,9952424;"swd"
"498";1001230176;"15-065-01340";39,3753829;-99,9908108;"swd"
"499";1001230229;"15-065-02217";39,3320841;-100,0168826;"swd"
"500";1001230239;"15-065-02236";39,3230707;-100,0379139;"swd"
"501";1001230294;"15-065-02771";39,3112255;-99,9976803;"swd"
"502";1001230341;"15-065-02849";39,3502837;-100,1188504;"swd"
"503";1001230416;"15-065-01352";39,3068903;-100,068261;"swd"
"504";1001230431;"15-065-02444";39,3042613;-99,7015142;"swd"
"505";1001230449;"15-065-03107";39,28242;-99,7141066;"swd"
"506";1001230494;"15-065-02884";39,2792021;-99,6129829;"swd"
"507";1001230534;"15-065-02502";39,26998;-99,6250662;"swd"
"508";1001230535;"15-065-19014";39,269981;-99,6272531;"swd"
"509";1001230539;"15-065-02335";39,2768431;-99,659208;"swd"
"510";1001230541;"15-065-02682";39,2752126;-99,6512357;"swd"
"511";1001230563;"15-065-02893";39,2689375;-99,6578883;"swd"
"512";1001230574;"15-065-02899";39,2734213;-99,666822;"swd"
"513";1001230589;"15-065-03469";39,2698263;-99,6622148;"swd"
"514";1001230597;"15-065-01928";39,2733521;-99,6773157;"swd"
"515";1001230612;"15-065-01956";39,2680687;-99,688072;"swd"
"516";1001230631;"15-065-02505";39,2751283;-99,6923215;"swd"
"517";1001230635;"15-065-01419";39,2751634;-99,7157935;"swd"
"518";1001230643;"15-065-01430";39,2751333;-99,7041351;"swd"
"519";1001230650;"15-065-01435";39,2656696;-99,7022159;"swd"
"520";1001230651;"15-065-02554";39,2678887;-99,7064742;"swd"
"521";1001230655;"15-065-01425";39,2678977;-99,7099717;"swd"
"522";1001230662;"15-065-02506";39,2751273;-99,7018034;"swd"
"523";1001230710;"15-065-03399";39,2553388;-99,6502777;"swd"
"524";1001230728;"15-065-02927";39,2538465;-99,6594475;"swd"
"525";1001230729;"15-065-02556";39,2606827;-99,6462448;"swd"
"526";1001230786;"15-065-02507";39,2426648;-99,6300955;"swd"
"527";1001230790;"15-065-02567";39,242592;-99,6250792;NA
"528";1001230878;"15-065-01516";39,2208405;-99,6548048;"swd"
"529";1001230931;"15-065-02260";39,2715153;-99,7219253;"swd"
"530";1001230946;"15-065-03002";39,2696416;-99,7381422;"swd"
"531";1001230951;"15-065-01529";39,2731675;-99,7372831;"swd"
"532";1001230977;"15-065-01959";39,2539699;-99,8075353;"swd"
"533";1001230986;"15-065-02262-0001";39,2513476;-99,7474865;"swd"
"534";1001230987;"15-065-03403";39,2495954;-99,7428241;"swd"
"535";1001231075;"15-065-03018";39,222217;-99,7478775;"swd"
"536";1001231093;"15-065-02798";39,2933453;-99,8993573;"swd"
"537";1001231217;"15-065-02659";39,2453389;-99,8900687;"swd"
"538";1001231276;"15-065-03274";39,2221149;-99,8301437;"swd"
"539";1001231330;"15-065-02860";39,3049839;-100,0464355;"swd"
"540";1001231479;"15-065-02011";39,2344366;-100,1225235;"swd"
"541";1001231502;"15-065-02665";39,2271205;-100,0968944;"swd"
"542";1001231644;"15-065-01710";39,2006226;-99,6782817;"swd"
"543";1001231677;"15-065-01721";39,2044207;-99,6572445;"swd"
"544";1001231685;"15-065-02591";39,204546;-99,6245507;"swd"
"545";1001231703;"15-065-02416";39,2008569;-99,6338791;"swd"
"546";1001231704;"15-065-01735";39,2017632;-99,6373702;"swd"
"547";1001231706;"15-065-01734";39,1990442;-99,636214;"swd"
"548";1001231753;"15-065-01751";39,1771779;-99,6249974;"swd"
"549";1001231794;"15-065-02388";39,1643114;-99,6600223;"swd"
"550";1001231835;"15-065-01773";39,1551975;-99,6228874;"swd"
"551";1001231869;"15-065-01788";39,157095;-99,6386642;"swd"
"552";1001231872;"15-065-01789";39,1569668;-99,6409296;"swd"
"553";1001231931;"15-065-01806";39,1415091;-99,6362377;"swd"
"554";1001231981;"15-065-01832";39,2148957;-99,7386743;"swd"
"555";1001232163;"15-065-03065";39,2038982;-99,8295056;"swd"
"556";1001232164;"15-065-03064";39,2021593;-99,8322442;"swd"
"557";1001232177;"15-065-01874";39,1874448;-99,9016859;"swd"
"558";1001232200;"15-065-02299";39,1819994;-99,9039663;"swd"
"561";1001232479;"15-065-02073";39,1980563;-100,074991;"swd"
"563";1001234439;"15-071-20252";38,3789126;-101,7334407;"swd"
"564";1001236534;"15-077-21007";37,328265;-98,219353;"swd"
"565";1001236889;"15-077-10014";37,3175836;-97,8705238;"swd"
"566";1001236921;"15-077-10026";37,3457649;-97,9937699;"swd"
"567";1001236937;"15-077-10037";37,3403388;-98,0091714;"swd"
"568";1001237049;"15-077-15532";37,3725127;-98,2182136;"swd"
"569";1001237060;"15-077-10058";37,3742855;-98,2274141;"swd"
"570";1001237113;"15-077-10076";37,343632;-98,215536;"swd"
"571";1001237120;"15-077-00846";37,3527599;-98,2202264;"swd"
"572";1001237170;"15-077-01080";37,3731343;-98,2498338;"swd"
"573";1001237271;"15-077-10097";37,3324019;-98,2634467;"swd"
"574";1001237298;"15-077-01082";37,321482;-98,256468;"swd"
"575";1001237306;"15-077-70356";37,313401;-98,2473624;"swd"
"576";1001237428;"15-077-10127";37,2273404;-98,0718443;"swd"
"577";1001237538;"15-077-01065";37,1368055;-97,9227202;"swd"
"579";1001238037;"15-079-20429";38,0189678;-97,1840832;"swd"
"580";1001238126;"15-079-20518";38,0787114;-97,2160294;"swd"
"581";1001238142;"15-079-20535";38,1167155;-97,6850772;"swd"
"582";1001238404;"15-079-70480";38,1386097;-97,4944078;"swd"
"583";1001238857;"15-079-00588";38,085775;-97,496481;"swd"
"584";1001241052;"15-083-20554";38,0459604;-99,696879;"swd"
"585";1001241479;"15-083-20983";37,9793515;-99,6413043;"swd"
"586";1001243207;"15-093-20624";38,21815;-101,46928;"swd"
"587";1001243211;"15-093-20628";38,1297401;-101,2727112;"swd"
"588";1001243262;"15-093-20679";38,0891118;-101,4593414;"swd"
"589";1001245142;"15-095-21032";37,5232237;-98,0582673;"swd"
"590";1001245867;"15-095-01493";37,6629258;-97,8780806;"swd"
"591";1001246084;"15-095-17684";37,6720147;-98,4376357;"swd"
"592";1001246091;"15-095-01715";37,6688794;-98,460094;"swd"
"593";1001246132;"15-095-01468";37,6334938;-97,8342962;"swd"
"594";1001246186;"15-095-01482";37,61068;-97,85257;"swd"
"595";1001246206;"15-095-01488";37,60522;-97,8819;"swd"
"596";1001246218;"15-095-01318";37,5960367;-97,9052217;"swd"
"597";1001246290;"15-095-01324";37,5851583;-97,902899;"swd"
"598";1001246385;"15-095-01340";37,5875374;-98,0824323;"swd"
"599";1001246452;"15-095-01279";37,5897784;-98,3310615;"swd"
"600";1001246518;"15-095-00930";37,5310648;-97,9874389;"swd"
"601";1001246696;"15-095-01282";37,4889315;-98,0695944;"swd"
"602";1001246697;"15-095-01509";37,4880203;-98,0699849;"swd"
"603";1001246750;"15-095-00529";37,4822968;-98,0731637;"swd"
"604";1001246768;"15-095-01021-0001";37,4778382;-98,0508722;"swd"
"605";1001246769;"15-095-00738";37,4730621;-98,0528055;"swd"
"606";1001246880;"15-095-00569";37,4885417;-98,3309193;"swd"
"607";1001246971;"15-095-01300";37,4701704;-97,9842471;"swd"
"608";1001246975;"15-095-00585";37,471873;-97,9911945;"swd"
"609";1001246991;"15-095-01180";37,4353763;-98,0090047;"swd"
"610";1001247023;"15-095-01345";37,4715065;-98,0579592;"swd"
"611";1001247027;"15-095-00590";37,4628925;-98,0606409;"swd"
"612";1001247045;"15-095-00592";37,4628596;-98,0653206;"swd"
"613";1001247073;"15-095-00848";37,4436524;-98,0728233;"swd"
"614";1001247265;"15-095-00612";37,4520799;-98,2097294;"swd"
"615";1001247297;"15-095-01563";37,4325219;-98,1432895;"swd"
"616";1001247303;"15-095-01564";37,441242;-98,1709523;"swd"
"617";1001247351;"15-095-01567";37,4221358;-98,172307;"swd"
"618";1001247486;"15-095-00649";37,4594338;-98,2691402;"swd"
"619";1001248663;"15-097-21044";37,4111768;-99,2806394;"swd"
"620";1001250034;"15-101-20409";38,4383426;-100,6337421;"swd"
"621";1001250046;"15-101-20421";38,5247818;-100,6150753;"swd"
"622";1001250250;"15-101-20626";38,6688656;-100,415905;"swd"
"623";1001250774;"15-101-21151";38,6090741;-100,5231483;"swd"
"624";1001250810;"15-101-21187";38,3417214;-100,4836967;"swd"
"625";1001252564;"15-113-01734";38,4377619;-97,3969479;"swd"
"626";1001252565;"15-113-02349";38,4377619;-97,3923392;"swd"
"627";1001252621;"15-113-01991";38,4660967;-97,5847572;"swd"
"628";1001252655;"15-113-01673";38,452075;-97,5681374;"swd"
"629";1001252727;"15-113-02093";38,4483922;-97,58433;"swd"
"630";1001252745;"15-113-01072";38,4411822;-97,5730611;"swd"
"631";1001252781;"15-113-19110";38,516285;-97,6373401;"swd"
"632";1001252936;"15-113-05628";38,3922295;-97,4533285;"swd"
"633";1001252958;"15-113-02381";38,3869095;-97,4647487;"swd"
"634";1001252980;"15-113-05646";38,3778546;-97,4579998;"swd"
"635";1001252993;"15-113-05657";38,3778018;-97,4532128;"swd"
"636";1001253013;"15-113-05661";38,3850246;-97,4578387;"swd"
"637";1001253014;"15-113-05660";38,3877306;-97,4590179;"swd"
"638";1001253117;"15-113-05711";38,371126;-97,4770488;"swd"
"639";1001253122;"15-113-05734";38,3742486;-97,4646097;"swd"
"640";1001253149;"15-113-05742";38,361196;-97,475454;"swd"
"641";1001253162;"15-113-02002";38,3616561;-97,453108;"swd"
"642";1001253336;"15-113-05449";38,4095322;-97,5084914;"swd"
"643";1001253438;"15-113-01166";38,3951813;-97,5229222;"swd"
"644";1001253441;"15-113-01925";38,3978734;-97,5235664;"swd"
"645";1001253567;"15-113-05552";38,3780148;-97,5105167;"swd"
"646";1001253607;"15-113-05794";38,3906069;-97,512981;"swd"
"647";1001253795;"15-113-01269";38,3705966;-97,5406023;"swd"
"648";1001253906;"15-113-01906";38,354363;-97,510595;"swd"
"650";1001253981;"15-113-71737";38,3967355;-97,5997836;"swd"
"651";1001253986;"15-113-05180";38,3922026;-97,5985915;"swd"
"652";1001254398;"15-113-01391";38,29425;-97,63202;"swd"
"653";1001254512;"15-113-01399";38,2806326;-97,9823696;"swd"
"654";1001254516;"15-113-01935";38,3124626;-97,7461321;"swd"
"655";1001254528;"15-113-01893";38,2997621;-97,7485406;"swd"
"656";1001254655;"15-113-19087";38,5609355;-97,4526751;"swd"
"657";1001254667;"15-113-72433";38,2064098;-97,4468673;"swd"
"658";1001254669;"15-113-72432";38,2091829;-97,4503687;"swd"
"659";1001254687;"15-113-19089";38,5573189;-97,4561221;"swd"
"660";1001254718;"15-113-04593";38,2019223;-97,4480416;"swd"
"661";1001254839;"15-113-00878";38,5645815;-97,4339732;"swd"
"662";1001254973;"15-113-04750";38,2237674;-97,6552652;"swd"
"663";1001255324;"15-113-00924";38,596534;-97,6842752;"swd"
"664";1001255363;"15-113-00941";38,5927517;-97,6838984;NA
"665";1001255398;"15-113-01615";38,57187;-97,68216;"swd"
"666";1001255543;"15-113-05327";38,50797;-97,45818;"swd"
"667";1001255596;"15-113-01687";38,50165;-97,43004;"swd"
"668";1001255738;"15-113-02374";38,4756855;-97,425681;"swd"
"669";1001257391;"15-129-20372";37,3453268;-101,646744;"swd"
"670";1001257668;"15-129-20664";37,0772908;-102,0009237;"swd"
"671";1001257748;"15-129-20745";36,9961266;-101,8326069;"swd"
"672";1001259906;"15-135-21394-0001";38,460602;-100,2016676;"swd"
"673";1001260053;"15-135-21542";38,4409909;-99,6629231;"swd"
"674";1001260166;"15-135-21657";38,3249644;-99,6402516;"swd"
"675";1001262841;"15-135-90465";38,6398281;-100,0984979;"swd"
"676";1001262859;"15-135-00482";38,6299336;-100,0998489;"swd"
"677";1001262882;"15-135-00600";38,6152023;-100,1279498;"swd"
"678";1001263018;"15-135-00535";38,5237011;-100,0799091;"swd"
"679";1001263067;"15-135-70641";38,4857032;-99,6898112;"swd"
"680";1001263160;"15-135-00581";38,5226387;-100,10247;"swd"
"681";1001263180;"15-135-70803";38,4950895;-100,1166202;"swd"
"682";1001263182;"15-135-00593";38,5059705;-100,1167893;"swd"
"683";1001263239;"15-135-00641";38,4731828;-100,1511959;"swd"
"684";1001263382;"15-135-71161";38,42442;-100,1938679;"swd"
"685";1001263426;"15-135-19001";38,3329957;-99,7019818;"swd"
"686";1001263471;"15-135-00674";38,3079217;-99,9414735;"swd"
"687";1001263576;"15-137-20057-0001";39,6274608;-99,7600061;"swd"
"688";1001263726;"15-137-20210";39,5988387;-99,6860233;"swd"
"689";1001263765;"15-137-20249";39,7778033;-99,9817933;"swd"
"690";1001264153;"15-137-00513";39,748748;-99,9935261;"swd"
"691";1001264365;"15-137-00644";39,5954261;-99,666257;"swd"
"692";1001264433;"15-137-00557";39,6275417;-99,75305;"swd"
"693";1001264905;"15-141-00213";39,1647371;-98,9696103;"swd"
"694";1001265225;"15-145-20277";38,1296976;-99,2507684;"swd"
"695";1001266445;"15-145-01459";38,0283531;-99,0124414;"swd"
"696";1001266465;"15-145-01386";38,0138328;-99,000947;"swd"
"697";1001266469;"15-145-01389";38,0083801;-99,0032443;"swd"
"698";1001266472;"15-145-01391";38,0120593;-98,9940753;"swd"
"699";1001266498;"15-145-01079";38,0772502;-99,0652138;"swd"
"700";1001266667;"15-145-01055";38,0656823;-99,2105451;"swd"
"701";1001266820;"15-145-00212";38,0231121;-99,2781472;"swd"
"702";1001266845;"15-145-00993";38,3456587;-99,0998959;"swd"
"703";1001266861;"15-145-00923";38,336662;-99,1205729;"swd"
"704";1001266909;"15-145-01069";38,3101459;-99,0331484;"swd"
"705";1001266995;"15-145-01272";38,2820674;-99,0422285;"swd"
"706";1001267008;"15-145-00721";38,2820943;-99,0515349;"swd"
"707";1001267106;"15-145-00741";38,3112861;-99,3924796;"swd"
"708";1001267154;"15-145-00753";38,3148521;-99,4898382;"swd"
"709";1001267186;"15-145-70367";38,2775959;-99,5568241;"swd"
"710";1001267223;"15-145-01047";38,2588659;-99,0170568;"swd"
"711";1001267419;"15-145-70033";38,1752535;-99,0825959;"swd"
"712";1001267429;"15-145-01430";38,180715;-99,0734898;"swd"
"713";1001267437;"15-145-00786";38,1825197;-99,0735293;"swd"
"714";1001267440;"15-145-00975";38,1871805;-99,0592143;"swd"
"715";1001267451;"15-145-00978";38,1791128;-99,0411382;"swd"
"716";1001267579;"15-145-70706";38,0973406;-99,0005005;"swd"
"717";1001267622;"15-145-01075";38,1734436;-99,08489;"swd"
"718";1001267632;"15-145-01076";38,1644262;-99,0963239;"swd"
"719";1001267672;"15-145-01476";38,092727;-99,0560482;"swd"
"720";1001267779;"15-145-01321";38,0809684;-98,9664154;"swd"
"721";1001268044;"15-147-20259";39,9534669;-99,3341246;"swd"
"722";1001268594;"15-147-00419";39,9422707;-99,3868958;"swd"
"723";1001268610;"15-147-00426";39,9286375;-99,3727477;"swd"
"724";1001268728;"15-147-00955";39,8870166;-99,4131151;"swd"
"725";1001268804;"15-147-00887";39,8265086;-99,4235789;"swd"
"726";1001268982;"15-147-00694";39,647947;-99,5632164;"swd"
"727";1001269036;"15-147-00722";39,6163502;-99,6122719;"swd"
"729";1001271447;"15-151-10588";37,7669926;-98,6601181;"swd"
"730";1001271562;"15-151-10673";37,7351632;-98,6768303;"swd"
"731";1001271607;"15-151-10713";37,8108694;-98,7427431;"swd"
"732";1001271662;"15-151-10742";37,7634419;-98,717118;"swd"
"733";1001271689;"15-151-10761";37,7557538;-98,6907837;"swd"
"734";1001271740;"15-151-10799";37,7563293;-98,7698228;"swd"
"735";1001271795;"15-151-10824";37,7449325;-98,7434761;"swd"
"736";1001271807;"15-151-10864";37,7413328;-98,7056268;"swd"
"737";1001271844;"15-151-10896";37,8144932;-98,8158272;"swd"
"738";1001271881;"15-151-10907";37,7982949;-98,8293257;"swd"
"739";1001272005;"15-151-10106";37,6642058;-98,474663;"swd"
"740";1001272024;"15-151-10096";37,6679878;-98,4690162;"swd"
"741";1001272102;"15-151-10182";37,7192893;-98,6763635;"swd"
"742";1001272105;"15-151-10188";37,72657;-98,67411;"swd"
"743";1001272187;"15-151-10236";37,6957722;-98,6764114;"swd"
"744";1001272190;"15-151-10229";37,6920922;-98,6719135;"swd"
"745";1001272201;"15-151-10255";37,6884531;-98,6719128;"swd"
"746";1001272305;"15-151-10331";37,6994953;-98,6964695;"swd"
"747";1001272583;"15-151-10433";37,6000332;-98,6165914;"swd"
"748";1001272862;"15-151-71307";37,4841843;-98,720006;"swd"
"749";1001272863;"15-151-71305";37,4842082;-98,7210399;"swd"
"750";1001272912;"15-151-10043";37,5021854;-98,7984497;"swd"
"751";1001272925;"15-151-10053";37,4857488;-98,8460043;"swd"
"752";1001272958;"15-151-10069";37,4731188;-98,8099793;"swd"
"753";1001273505;"15-153-20544";39,9705581;-101,1502609;"swd"
"754";1001274732;"15-155-20780";37,993342;-97,7784884;"swd"
"755";1001275416;"15-155-03122";38,1122439;-97,8154771;"swd"
"756";1001275426;"15-155-02321";38,107358;-97,8124674;"swd"
"757";1001275440;"15-155-03127";38,0927913;-97,814746;"swd"
"758";1001275518;"15-155-03213";38,1277696;-98,2133063;"swd"
